Classe,Texto
neg,"@MacielGlaucio @vinijarry @KleberPostal @reinaldoazevedo Cara, ele não defende quadrilha nenhuma. Ele é um dos maiores críticos ferrenhos do PT em relação as suas políticas de estado e corrupção nos governos petistas. E mesmo com isso ele sabe diferenciar quem é democrata ou não. Todos os outros são, Bolsonaro nunca foi. Simples assim. https://t.co/kOntKISQMR"
neg,querendo ou não seguir o bolsonaro ou qualquer político é dever pra quem quer se manter informado né não? amo xingar ele nos comentários tbm
neg,@acssf_ @mariajulia512 @MazitaChaves @Mario_021_Luiz nenhum eleito salvaria o pais. o ciro tem seu projeto mas não tem viabilidade. não tem voto. infelizmente a campanha vem sendo ineficiente. ele não vai chegar la esse ano. agora é escolher se bolsonaro fica ou sai. o que vc prefere?
neg,"@lilmarlima Daqui a pouco aparece os bolsonaristas  dizendo que isso não representa eles, e que não foi o Bolsonaro que mandou fazer isso… mas quando o Bolsonaro diz “ Vamos fuzilar a petralhada” ele incita o ódio e violência!"
neg,@Zambelli2210 @jairbolsonaro Não importa os eleitores do presidente vai votar no mesmo com imagem do 7 de Setembro ou sem e ele vai ganhar
neg,"@valoreconomico @mcfernandes Não existe razão para um eleitor votar no Bolsonaro. O voto não é para ele e sim contra o PT. E mesmo se aplica em Lula. O certo é que hoje falta personagem para os dois lados, que estão preso ao passado."
neg,"@ThiagoResiste Se esse picareta boca mole e mentiroso tivesse 1% de prova de todas as merdas que fala, garanto que Bolsonaro jamais tivesse chegado até aqui!Bolsonaro ignora o verme ele é da mesma quadrilha do vagabundo do Danones q fica provocando para ter midia mas tudo não passa de fumaça!"
neg,@CludioMoacirMo1 @cirogomes Se não quer tirar o Bolsonaro então é bolsominion sim e que venha mais 4 anos de miséria nesse país
neg,"@jairbolsonaro Ele é Cássio Cenali, empresário bolsonarista do agro. Gravou vídeo enqto entregava alimentos em Itapeva, SP. Negou marmita à senhora carente, por votar em Lula. Ela é Ilza Ramos Rodrigues, faxineira e carente. Recebia marmitas todas as quartas. Não as recebeu mais.
#ForaBolsonaro https://t.co/AM2c9HmC9L"
neg,"@Lancellott2 Nada disso, nada de importante o Daniel! O vídeo primeiro é qualquer coisa de desumano e o segundo idem, não me representando como ser humano. Para mim esse tipo de pessoa tanto faz ser PT ou Bolsonaro, ele é de fato um lixo! 
E, precisa muito tomar um banho de civilidade!"
neg,"@monicabergamo @J_LIVRES Está apaixonada também?? Isso é que é um nome doce: Bolsonarista, Bolsonaro, Bolsonarista, Bolsonaro!
Minha amiga, o cara que cometeu crime que pague, seja ele de que lado for da política, não temos bandido de estimação ao contrário da esquerda corruPTa! 😉 https://t.co/qmhfmPZZAz"
neg,"gnt eu trabalho no sus um homem prescisava de atendimento medico ai atendi e ele prescisava retirar um tumor maligno cmg,vi no face dele e ele vai votar no bolsonaro nem vo mais atende ele bolsominion cmg nao 🤣🤣🤣🤣😂😂😂😂"
neu,@biraiorio Quem mandou matar Jair Messias Bolsonaro? Foi vc o mandante pinguço? Celso Daniel?
neu,"@flferronato Você apoia Jair Messias Bolsonaro e quer falar em ""verdade"" e ""honestidade""? Piada, né?"
neu,Isto é compra de votos! E uma maneira de fazer os patrões ameaçarem seus funcionários pra votarem no Bolsonaro. https://t.co/0iF31W4TIh
neu,"Entrevista com o nosso Presidente Jair Messias Bolsonaro, estamos sendo convocados patriotas📢🇧🇷📢🇧🇷📢🇧🇷📢🇧🇷 https://t.co/Z9VnLQU38t"
neu,"""Ain vota no Bolsonaro pq ele defende a família cristã""
Presidente deve estar ligado a questões e problemas sociais, não a grupos religiosos, até pq o país é Laico. Vai pra puta que pariu com esse discurso de bolsonazista. Que de cristão esse cara só tem o sobrenome Messias."
neu,"@OGloboPolitica Infelizmente tenho que concordar com o presidente Jair Messias Bolsonaro, o jornalismo atual é a verdadeira vergonha."
neu,"@silvionavarro Isso é Brasil,  graças ao Presidente Jair Messias Bolsonaro,  que resgatou a  civilidade do brasileiro."
neu,"@LulaOficial Exato, essa pessoa é Jair Messias Bolsonaro..."
neu,@GugaNoblat JAIR MESSIAS BOLSONARO. Tenta dormir sem lembrar dele
neu,Esse homem já mostrou que ama a Pátria Brasileira! Deus abençoe Jair Messias Bolsonaro. Deus abençoe o Brasil. https://t.co/rjSwYHbQ1C
neu,@randolfeap E verdade randolfe falta 3 domingo para eleger Jair messias Bolsonaro kkkkkkk
neu,"EU SOU DEPUTADO FEDERAL 1434 JOÃO ROBERTO GOULART - PTB/RJ. SOU BOLSONARISTA E SEMPRE ACREDITANDO NESTA DIREITA DESTE GOVERNO  DO PRESIDENTE JAIR MESSIAS BOLSONARO! DEUS, PÁTRIA, FAMILIA  E LIBERDADE. BRASIL ACIMA DE TUDO E DEUS ACIMA DE TODOS!🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 https://t.co/ELWHmN3GiC"
neu,"@senadorhumberto Até vc senador, interessado na virilidade do seu presidente Jair Messias Bolsonaro? É mistériiioooooo."
neu,Mais ações do nosso Presidente Jair Messias Bolsonaro 🤗🇧🇷🤗🇧🇷🤗🇧🇷🤗🇧🇷 https://t.co/ECNAyh4pKE
neu,O principal motivo pelo qual o povo do Brasil foi às ruas no dia 7 de setembro de 2022 foi em apoio ao Presidente da República Jair Messias o Bolsonaro. https://t.co/ChKSi3BCnb
neu,@JOSUDEFREITAS8 TSE quanto mais ataca o nosso Presidente Jair Messias Bolsonaro mais me dar vontade de votar nele. https://t.co/T1VGzzs8y5
neu,@DinoDebochado Uma música que lembra um passado que não volta mais. Jair Messias Bolsonaro vai ser reeleito para continuar no comando da locomotiva do progresso brasileiro. SHALOM/ISRAEL/BRASIL
neu,Meu nome é Jair messias bolsonaro. Tenho 66 anos. Minha atual residência fica no palácio da Alvorada em Brasília
neu,"Com vcs o nosso Presidente Jair Messias Bolsonaro, que seguirá como Presidente por mais 4 anos.
Deus, Pátria, Família e Liberdade. https://t.co/oPgrZaFbH9"
neu,O único presidente que baixou imposto se chama Jair Messias Bolsonaro https://t.co/OGXysQFQYQ
neu,"@AndreJanonesAdv Com certeza ! No momento que Jair messias Bolsonaro adentrou no governo ,o ódio do ranço do pt e seus aliados foi vencido . Hj somos um país melhor e de olhos abertos !"
neu,orar pelo Jair messias Bolsonaro 🥺
neu,@MarceloFreixo @LulaOficial Ué mais o presidente não Jair Messias Bolsonaro 🤔
neu,"a carta diz: ""cuidem do presidente Jair Messias Bolsonaro ele é o melhor presidente de todos os tempos"" https://t.co/Y6PHOcHOT7"
neu,@fabifbbr Bolsonaro e flamenguista 😉
neu,@_keevenh poggers messias inácio lula de bolsonaro
neu,"@jairbolsonaro Presidente Jair Messias Bolsonaro, eu já cansei de pedir a Vossa Excelência, que sua esposa senhora Michele, desblqieie meu FACEBOOK, e outra quem vai dizer que Fausto de Andrade Ribeiro, é um corrupto, é o site Uol, próximo da eleições. Ancião da C.C.B., Ribeirão Preto e Região."
neu,Vamos orar pelo Brasil e pelo presidente jair messias Bolsonaro 🙏🏻🇧🇷 https://t.co/21Vr6tnrFF
neu,"@LulaOficial No tempo da ditadura,a propina era de 10% do faturamento! Bolsonaro cobrou menos de 8%! Como gostam de reclamar do ""messias""!"
neu,O ministro que tem a promessa do Lula pro STF proibiu o Bolsonaro não o povo . A verdade incomoda né TSE??!! https://t.co/HkYkGiLWce
neu,@Oficialluizlima O presiente Bolsonaro avisou que isso iria acontecer. O Homem tem MESSIAS no nome e por isso PROFETISOU esse acontecimento.
neu,"@muitohumildee Assim como o falso profeta bíblico, Bolsonaro “usa o nome do Messias para atacar, mentir, enganar seu povo”, afirmou o teólogo Leonardo Boff"
neu,@OGloboPolitica Já temos e vamos ter muito mais c Jair Messias Bolsonaro 22 https://t.co/jcokcCbdnp
neu,Globo Usa 7 de Setembro Para Atacar o Atual Presidente da República Jair Messias Bolsonaro E Fazer Propaganda do Ex Presidiário Lula.
neu,"@PazuelloGeneral @Bollico 100% dos bolsonaristas viram  as imagens de 7 de setembro e ""101%""dos não bolsonaristas viram também, logo, o Presidente Jair Messias Bolsonaro será reeleito no 1°turno."
neu,"Uma realidade que jamais será escondida. Viva 7 de setembro, viva o Messias, Bolsonaro. https://t.co/0oEywi51W2"
neu,"Desculpa ? Te prepara pra chorar macho triste, agora aguenta a porrada. Viu que dá apoiar um vagabundo, imbecil, genocida, corrupto como jair messias bolsonaro ? Agora vai chorarvna cama que é lugar quente seu vagabundo !!!!!! https://t.co/u2pLONwYwC"
neu,"Contra Jair Messias Bolsonaro, até o Alexandre Frota é Luis Inácio Lula da Silva. Será vergonhoso para Simone Tebet e para Ciro Gomes não embarcarem no barco da democracia contra o autoritarismo da Bozolandia. Todo mundo é Lula agora. #LulaPresidente13 #LulaNo1ºTurno https://t.co/RlmzXZjaf6"
neu,Estou muito feliz pela minha amiga @itsmevictor_ que vai poder mudar seu nome de Jair Messias Bolsonaro Junior para Vitilda https://t.co/DzSwxBr3My
neu,"@mjmacul_lima O presidente Jair Messias Bolsonaro foi proibido, mas nós não, certo então senta o dedo em RT.🤪😜🧐🤝🏽🤝🏽"
neu,"@BolsonaroSP Igual a escolha do teu papi, Jair Messias Bolsonaro, pra PGR. Augusto Aras não fazia parte da lista tríplice, mas mesmo assim tá lá. Se tornando o grande engavetador geral da união e ajudando a sal tu, teu pai e teus irmãos. Democrático pra caralho!!!"
neu,@Black86R @isisterciano @JanjaLula Jair messias bolsonaro! Ele é a família meu amigo tu crê! Juntos compraram 51 imóveis e até hoje não deixa a polícia fazer investigação ! Sempre intervém com medo ! Kkkk e pra piorar colocou um sigilo de 100 anos cê acredita nisso? 😉
neu,"@ThiagoResiste Com essa atitude o cabeça de ovo deixa claro que o golpe estava certo. Não mais pois o povo está com o nosso Presidente Jair Messias Bolsonaro, CHUPA QUE É DE UVA ESQUERDOPATAS....!"
neu,"Vídeo que o TSE proibiu na propaganda de Jair Messias Bolsonaro
Compaetilhem
https://t.co/qJS2MCziaA https://t.co/bQmlPd92CJ"
neu,@jairbolsonaro Jair messias Bolsonaro estamos juntos e abençoados
neu,"@Crirl2 @Rconstantino Sério,  então cadê o meu dinheiro,  minha camisa , pois eu fui de graça em prol do meu Brasil 
E em apoio ao meu presidente ,Jair Messias Bolsonaro  22"
neu,"Boa tarde, @TSEjusbr ! O excelentíssimo Presidente da República  Sr. Jair Messias Bolsonaro está proibido de usar vídeos das manifestações de 7 de Setembro,  mas nós,  eleitores do Presidente NÃO! Faremos isto por ele.
#BolsonaroNoPrimeiroTurno https://t.co/7hlnf1yHhF"
neu,@MaxBolsonaro01 É isso mesmo Max é Bolsonaro na cabeça e Jesus Cristo no coração
neu,"O STF mandou que  retirassem esse vídeo da campanha eleitoral do Presidente Jaír Messias Bolsonaro. Mas me mandou, compartilhem! https://t.co/yuwS871n83"
pos,"@Freddy_Souza @cirogomes Vou votar no Ciro Gomes. E se não estiver no segundo turno vou anular. Lula não é esquerda, Lula foi o presidente que mais deu dinheiro a bancos, mais roubou, já ficou 14 anos no poder e o Brasil não melhorou. Nem um. Nem outro! https://t.co/8azF5nlJSd"
pos,Barra Mansa/Volta Redonda vota em Heloísa Helena e Ciro Presidente. https://t.co/a9O4igL2xx
pos,"@Ticostacruz Pera Tico, segundo turno existe pra isso, pense bem. Ainda mais se você quer mesmo que o Ciro seja presidente um dia... abandonar agora o PND acaba com qualquer chances futuras... veja Marina pós 2018..."
pos,"@AnaPaulaMatosBA nossa candidata à vice-presidente em giro pelo RS. Que privilégio @cirogomes ter uma vice com qualificação e com tanto carisma, empatia e amor pelos outros.
Para aplicar o PND e apaziguar o coração sofrido de todos nós. É 12 Ciro Gomes!
@EngZini 
@julianabrizola https://t.co/LoQsbPH1GN"
pos,"@Paradoxurbano @julianefurno @marcelopjs @brussel_ive Estou com vc é Ciro ou nulo principalmente em que está fazendo pacto com o diabo por poder, ele já deixou claro q não vai mudar política econômica , irá deixar o mesmo presidente do banco central não afirmo q vai revogar as reformas vou votar nele pra que??"
pos,"@viniciuscfp82 Cirão tem razão, é o mais preparado e tem o melhor projeto. Melhor ainda! Ciro presidente vai acabar de uma vez por todas com essa polarização, pois vai renovar o campo progressista com um excelente Projeto Nacional de Desenvolvimento, colocando o país de volta nos eixos. #Ciro12"
pos,"Tá vergonhosa essa choradeira do PT pra cima do @cirogomes. Em 2018 eles fizeram de tudo pra sufocar a candidatura do Ciro, sendo que ele era o ÚNICO candidato que tinha chance de vencer o coiso no 2º turno. Deu no que deu, Bolsonaro presidente e hoje estamos aqui. Hipocrisia!"
pos,"@MnicaOl66576715 @augustodeAB @cirogomes Não transfira sua incompetência e responsabilidade aos outros. Vc escolheu um bandido para presidente, para supostamente tirar um bandido genocida, sendo que tem o CIRO 🌹🌹 honesto a disposição, cada um faz suas escolhas e devem arcar com elas."
pos,@augustodeAB Eu voto no Ciro e no segundo turno voto no ninguém para presidente com vice nenhum.
pos,"@thiago_reall @Aleator40195407 @viniciuscfp82 Mas Ciro seria muito bom presidente também ! Ele é uma esquerda boa ! Honesto, não fica fazendo politicagem ! Se o Bolso for reeleito, ele n poderá ir em 2026, Ciro tinha tudo pra chegar bem até lá !!"
pos,"@viniciuscfp82 Ciro é presidente ideal para Brasil, Ciro 22👊🏾"
pos,@ciro_nogueira E só o presidente falar que ele é Patriota e o 7 de setembro e dos patriotas a esquerda não foi porque não quis ou melhor eles não tem patriotismo nenhum.
pos,@viniciuscfp82 Parabéns Ciro obrigada por ajudar o nosso presidente
pos,"Esse não é um eleitor do Ciro normal, não é um simples militante , também não é um ex-bolsonarista ou ex-morista, ele é uma liderança partidária do PDT, Presidente NACIONAL dos cristãos trabalhistas, ocupa função importante na executiva nacional. É lamentável o que o PDT virou. https://t.co/QsP7aX9nFR"
pos,"O Ciro seria um bom presidente, foda que o futuro da esquerda no geral serão em Pautas identitárias e degeneradas. https://t.co/qqj3E3fN5w"
pos,Dia 2 de outubro é 12. Ciro presidente 12 https://t.co/uJFs9ZtKyG
pos,"CIRO GOMES,NÃO SE JUNTA COM REPRESENTANTES DA CORRUPÇÃO E FALA NA LATA...100%CIRO GOMES PRESIDENTE FICHA LIMPA,ECONOMISTA, ADVOGADO, PROFESSOR UNIVERSITÁRIO DE DIREITO, ESCRITOR....MELHOR PREPARADO ENTRE TODOS CANDIDATOS A PRESIDENTE DO BRASIL 🇧🇷 👏👏 @AnaPaulaMatosBA @cirogomes https://t.co/990xKvWEqx"
pos,"@augustodeAB Voto no mais preparado, Ciro Presidente  !! boksocaro jamais, nem sob tortura."
pos,@AndreJanonesAdv Meu presidente é Ciro Ferreira Gomes.
pos,@DCM_online Kkkkkkk fã ou hater😂😂🤭 Ciro Gomes Presidente 12 🌹🇧🇷☝🏼✌🏼
pos,Quem está com Ciro acredita! Esse é o presidente que merecemos! VOTO EM CIRO https://t.co/vbqBUREIKi
pos,"@zimbabwebubba @fpdssa o ciro precisa se viabilizar e viabilizar seu projeto. vc acha que o pnd vai passar na canetada? vc acha que ciro presidente pnd tá implementado e pronto acabou? sem necessidade de diálogo com o congresso? e, de novo, vc prefere que o pnd não saia do livro?"
pos,@AkyllaFernanda @APrimeiraVia Faço de suas palavras as minhas meu compromisso será eleger o Ciro ou isso ou eles briguem entre si #Ciro12
pos,"@Paradoxurbano @julianefurno @marcelopjs @brussel_ive Estou com vc é Ciro ou nulo principalmente em que está fazendo pacto com o diabo por poder, ele já deixou claro q não vai mudar política econômica , irá deixar o mesmo presidente do banco central não afirmo q vai revogar as reformas vou votar nele pra que??"
pos,"@renanjcc @LLisbon2 @bragajonathan Hahaha repetindo Fake News amigão.
Está por fora mesmo.

Eunício arrematou um apartamento do Ciro que foi a leilão.
Ciro não mora lá não kkkk

Mas se essa é a ""crítica"" que você tem, tenho mais certeza que meu voto é CiRO 12 para Presidente! 😉👍 https://t.co/1LxSuo2D25"
pos,"@mainfluencer13 Acho que não hein... só não apoia diretamente Ciro, mas essa mulher não pode desonrar meu voto nela pra presidente."
pos,@fsmcruz @LulaOficial @MarinaSilva Mais pacificação que o Ciro presidente. Kkkkk
pos,@augustodeAB Eu voto no Ciro e no segundo turno voto no ninguém para presidente com vice nenhum.
pos,"@galloradical Aí que me refiro! Só Ciro é capaz de vencer essa polarização de ódios que só tem feito mal ao país. Além disso, Ciro é o mais preparado e tem o melhor projeto. Logo, o mais certo é irmos todos de #Ciro12"
pos,"@thiago_reall @Aleator40195407 @viniciuscfp82 Mas Ciro seria muito bom presidente também ! Ele é uma esquerda boa ! Honesto, não fica fazendo politicagem ! Se o Bolso for reeleito, ele n poderá ir em 2026, Ciro tinha tudo pra chegar bem até lá !!"
pos,"@ciro_nogueira @FlavioBolsonaro #bbcnews  
Não mostrem para os europeus! Senão eles vão descobrir contra o que o Presidente luta!"
pos,"@viniciuscfp82 Ciro é presidente ideal para Brasil, Ciro 22👊🏾"
pos,Vou com Ciro porque minha pátria precisa dele. #ÉCiroNeles #Ciro12
pos,"@Pat_Brasil2021 não gosto dessas coisas...pq acredito que dando crédito a elas, podem realmente acontecer."
pos,"@Will_JC__BR Salvador, Bahia e Voto no Ciro 12. MEU VOTO É EM CIRO 12"
pos,@RogerioMG01 O nome disso é pânico!!! Por isso mudei meu pensamento e vou votar no Ciro! Só pra sacanear! Eles estão com medo dele? Voto tranquilo no cangaceiro!
pos,@pryscillastar @xegabrazil @BlogdoNoblat Não vou dar chance para Bozo porque não voto nele. Voto no Ciro. Cobre de quem vota no demente não de nós. Uma coisa eu garanto: não voto nele nem sob ameaça de uma arma. Só posso ser responsável pelo que faço então não me venha entregar uma culpa que não me pertence 🌹❤️
pos,@juremirm @jffhb Vote no Ciro e tire o coiso do 2° turno! Ciro tem vida limpa e um projeto claro! Mas pedir pra votar em candidato kinder ovo e com passado nebuloso não é crível pra quem tem consciência do seu voto!
pos,"@gallopollako @mtreze_poker @bread_bologna Não vou deixar de votar no Lula por ranço, acho erro quem se baseia em voto assim, vou votar no Ciro pq acredito no projeto dele, e repito ainda que não ganhe, precisa ser mantido vivo, pq nenhum movimento começa grande, a semente é plantada."
pos,"@megmelk @juremirm A parte que tá declarando voto no Bolsonaro ou é emocionada e fanatizada ou nem eleitor genuíno do Ciro é. Vota nele pq tá em 3°. Mas isso não é muito diferente do Petismo . Te garanto que se acontece alguma coisa com lula e o Ciro é o único candidato da esquerda, tem 20 % ali+"
pos,@adrianoss_ @eliasjabbour Pressuponho que o voto útil seria no Ciro? Que não chegou ao segundo turno...
pos,"Eleitor indeciso, do Ciro e da Simone há um sentimento de insegurança, ódio pairando no ar...nossa democracia tão duramente conquistada sofre constantes ataques. Mas, somos resistência e acreditamos em dias melhores com #LulaNo1ºTurno. O seu voto irá fazer toda diferença...pense! https://t.co/TZLFUC8PLk"
pos,@augustodeAB Eu voto no Ciro e no segundo turno voto no ninguém para presidente com vice nenhum.
pos,E pensar que tinha expectativa por um Cirina. Aff. EU VOTO NO CIRO E ANA https://t.co/B6Ay5YSE17
pos,"Tudo bem que vc goste do Ciro. Agora, pense no Brasil. Vamos votar em Lula ainda no 1° turno. Precisamos cortar o mal pela raiz já no dia 02.10. Lula meu presidente, vamos a vitória."
pos,@rosana @Splash_UOL @UOL Aí vai e voto no Ciro ou na Tebet…aff
pos,"@anacronices Esse daí é um infiltrado no pdt 
Nunca foi ala brizolista
Votar em Ciro é um direito de todos, o voto é livre, mas dizer que Lula é pior q bozonaro um ""militante de pautas progressistas (centro esquerda)"". Kkkkkkkkkkkkkk é abominável"
pos,@freire_roberto Sem falar que não há desonestidade no que é verdadeiro: voto em Ciro e Tebet leva Bozo pro segundo turno. Isso é fato
pos,"@MarinaSilva Agora tá difícil convencer o Ciro Gomes, dê ao Ciro Gomes umas duas pautas do plano dele eu seu governo e tente puchar ele ainda no primeiro turno ,aí vc derrota este bostonaro no primeiro turno ,eu voto Ciro Gomes Mas ele nem aceita tocar neste assunto, kkkk"
pos,"@freire_roberto @xico_alexandre Grande brasileira!

Mas voto no Ciro... Com todo respeito a senadora!"
neg,"@Silviamariadoa1 @Ticostacruz @cirogomes Igual, como quando em 2018, eu votei no Ciro no 1o. e justifiquei no 2o. Turno porque caminhoneiro, eu estava fora do meu domicílio.
De tudo que está ruim pra todos, tenho paz em saber, que eu não ajudei pra esse estado de coisas."
neg,"@VuduReverso @CentralEleicoes Cara, não viaja. O Lula não ataca o Ciro, não incita sua militância, ao contrário do seu candidato. E óbvio, ao contrário do coisa ruim. Aliás leia a parte final do recorte que vc trouxe. O ato era Fora Bolsonaro e o cara vai xingar defensores de Lula. Alguém encostou nele?"
neg,"@CaxiasEdu @adaopaim @marconi_nelson Outro exemplo de narrativa  construída sob medida: um argumento contra o Ciro é que ele passou por vários partidos. Isso é ruim onde? Ele mudou 2x PARA AJUDAR O PT. Então ao mudar de partido o Ciro foi bacana com o PT, não? https://t.co/q7uBTqZQxP"
neg,Acho que o @AndreJanonesAdv deveria investigar a quantidade de bots do @cirogomes que atacam os perfis favorável ao Lula … acredito que o Bolsonarismo está “ inflando “ o ataque ao Lula com bots do Ciro ..
neg,"@jhjacinto_ @PaulO43690173 @Ticostacruz Obviamente uma queda fora da margem é pior, mas é muito improvável nesse momento da campanha que um candidato com tão poucos votos perca 3 pontos numa mesma pesquisa. O resultado desse Datafolha é notícia MUITO ruim pro Ciro. Ele pode perder inclusive o terceiro lugar."
neg,@sapsleonardo @AnaCharis15 @emiliomoreno Não ../ parte do próprio Ciro mesmo … virou escada para o Bozo .
neg,O nós contra eles só favorece ao COISA RUIM e ao COISA PIOR! Não caia nessa lorota bancada com sabe-se lá o que... vote no MELHOR e deixe aqueles 2 batendo boca lá fora! #NemAlckminNemBolsonaro https://t.co/VlbYYGEx7a
neg,"@WilliamJacob Infelizmente não. Ajuda o Ciro a cair fora antes do segundo turno, se houver.
E eu nem tiro a razão dele. Derrota é um trem ruim demais da conta.
Bem, haverá outros terceiros lugares para disputar…"
neg,"@BlogdoNoblat Turma boa, renovada, o Brasil vai ver, que vocês são o mau que infecta o bem, Ciro o melhor pro Brasil, fora bolsolula, ninguém quer, combater o pior, com o ruim.🇧🇷🌹🏌‍♂️ https://t.co/jJiGxnIknt"
neg,"@GuilhermeBoulos Gato, derrotar nas pesquisas não muda nada :). O importante é esse cenário ser o mesmo do dia das eleições. Até lá, espero que o Lola pare de ir aos debates :) Sério, o desempenho ruim dele fora da bolha petista só serve wpra alimentar mais o Bolsonarismo."
neg,"@LUIZMPBAH Ciro está no flow de uma campanha... comportamento totalmente fora dos prumos.

Muito, muito ruim..."
neg,@Mathibelinoliv @FePerSilva @profetadopassad @felipeneto Peraí ….: Ciro era ministro de Lula ??  Me conta isso ??? Achei que ele nunca tinha “ compactuado “ com o PT … que ele era a virgem no prostibulo ?? Me conta isso aí ..
neg,"@Normose_ Pelos comentários aqui, vamos ter que falar(mentir) que o Ciro tem chances de ir para o segundo turno, ou seremos acusados de ""impedir de votar em quem eu quero"". Fora as ameaças de anular e o pior votar no coisa ruim! A que ponto chegaram as 🥀🥀"
neg,"@M_Madd @CentralEleicoes Quando eu disse que a candidatura de qualquer pessoa (fora Bolsonaro) é ruim? Agora é fato que nesse momento os votos em outros candidatos levam Bolsonaro ao 2° turno, e q Ciro não chegou a 2 dígitos nesse pleito e q ele está agindo igual Bolsonaro só q com palavras bonitas"
neg,"Apenas um aviso aos desavisados, não venham nos pedir voto no segundo turno se agora estão nos chamando de linha auxiliar do coisa ruim."
neg,@PedroAz06817226 @fredmelopaiva Como ??? ..: não se iluda … votando em Ciro estamos enviando o Bozo para o segundo turno .  E esperar a última semana e irmos para o voto útil .
neg,"@Cicicubati @cynaramenezes Parabéns! Vcs ciristas só vão conseguir colocar bolsonaro no segundo turno com ciro fora. PARABÉNS, MUITO RUIM!"
neg,"Eu n tenho paciência pra gente que critica a fala de Ciro sobre homeschooling, mas tá completamente fora dessa bolha, não é afetado em nada pela fala dele, mas acha ruim pq tem que achar algo pra criticar"
neg,"Eu não tenho estômago para votar em um ídolo, eu voto em ideias, eu até tentei achar lógica em uma opção fora Ciro, pasmem não tem como, os que defendem o menos pior e o coisa ruim, em especial os verificados, abusam de um povo esperançoso, mas na maioria ingênuo"
neg,"@CastroJarbas @reinaldoazevedo @radiobandnewsfm @cirogomes Entendi sua crítica, mas de fato ele tem que negociar. Não tem oq fazer se não negociar, nem mesmo o Ciro consegueria ficar sem negociar. Fora q ele usou o argumento do Ciro, sobre reunir com governadores e tal. Oq não é ruim."
neg,"@gionascmt @pretofinno Primeiro voto é pra ver quem vai pro segundo turno, n vai jogar fora seu voto, meu primeiro é Ciro, se no segundo der ruim, infelizmente vai ter q ser lula"
neg,"@ProfLucasLopess Sou 100% fora Bolsonaro. Vamos de Ciro, melhor que escolher o ruim e o pior."
neg,@BiancaAndrade Infelizmente votando no ruim só pra tirar o pior (eu sei que o Ciro é um otimo candidato mas votar nele do jeito que tá e a mesma coisa de jogar voto fora)
neg,"Eu vou falar em voz alta(ou escrever). Maluco fala do ciro como terceira via apenas por que ele é o nome ""que sobra"" fora Lula e bolsonaro que são considerados ruins. Mas a verdade simples é que embora sem adoradores fiéis ( e por isso fora do 2 turno) ciro é tão ruim quanto eles"
neg,"@cirogomes Ciro bolzonarou. O professor de filosofia e de psicologia na Universidade federal de Juiz de Fora o levou à extrema-direita via ressentimento. Tanto que hoje caiu mais dois pontos que foram - provavelmente - para bozo. Não acho bom, mas depois de ir para a França, ficou ruim"
neg,"@gustavocastanon Caramba Gustavo, muito bola fora essa postagem. Reconsidere mantê-la na sua TL. É muito ruim para a campanha do Ciro ser confundida com esse tipo de postura. O debate é nas ideias, deixa as conspirações e as fake news pro lado de lá."
neg,"@ciro_nogueira Invisíveis são os eleitores do coisa ruim, vc só acha no cercadinho fora disso o brasileiro já está farto de políticos desse naipe."
neg,"@JonanthansM @heldermaldonado Pára né, vcs que o Ciro é carta fora do baralho,e eu aposto que se tiver segundo turno, irão fechar com o coisa ruim."
neg,"Rua da Esperança,Porto d Galinhas,numa lojinha de rua, estavam penduradas 2 toalhas,do coisa ruim e do coisa pior.Perguntei ao dono se tinha do Ciro, surpreso respondeu e ñ.Exclamei: ôxi! Vc tá por fora, cara. Ele riu e sai fazendo positivo p ele.Faço isso c todos vendedores,rsrs"
neg,"@itismejao @aguedescartoon Sou do Ceará, governo ruim o Ceará tem a décadas com aliança PT e Ciro, cearense com piores índices inclusive de pobreza e recebimento de auxílios, fora a falta de água que está acabando com a transposição que foi concluída no governo bolsonaro, estamos tendo um diálogo."
neg,"@__Lorranna__ Ciro é  EGOLATRA  ao máximo,  se acha a ultima bolacha do pacote. Não  é  e nunca foi de esquerda, apenas surfou como ministro do PT, quando o PT  teve um momento ruim ELE pulou fora. Ciro é  um Bolsonaro que não fala palavrão."
neg,"@beatrizbulla bom, pq agora pode bater no bozo a vontade,ele n tá dodoi, em 2018,os candidatos ficaram se agredindo,  o bozo ficou de lado e o povo achou q todo mundo lá era ruim, e não podia falar mal do bozo pq o povo ficava com dó. fora q ainda vai poder jogar na cara do ciro o qto ele é PS"
neg,"Sou eleitora do Ciro mas nisso ele errou. Não foi polarização. Foi um Bolsominion desgramado e assassino q matou um petista. Bolsominion é outra estirpe, sai fora de qq partido, é uma gente ruim."
neg,"@SF_Moro Moro é ruim heim ele não estão preocupados com o que acontece aqui fora pode.morrer mais gente o importante para está raça de vagabundos é livra o seu é o povo que se dane.. concordaM LIRA PACHECO BOLSONARO  CENTRÃO CIRO N
NOGUEIRA traidores do Brasil ?"
neg,@Motakarina1_ @leonardogdlima Para mim e Ciro ou Ciro!! Vamos ganhar essa eleição. Fora coisa ruim e coisa pior!!
